line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group
03.051.12.a,aśno,strong,aś,,False,,Earlier & Later,fifth,naś 1,03,03.051,03.051.12,a,M,aśnotu,3,verse final,3.SG.PRS.IMP.ACT,prá te-_ aśnotu kukṣyóḥ,prá te aśnotu kukṣiyóḥ,S L LLS LSL,Gāyatrī,s,,285,Indra,Hymns to Indra
03.059.02.d,aśno,strong,aś,,False,,Earlier & Later,fifth,naś 1,03,03.059,03.059.02,d,M,aśnoti,4,intermediate,3.SG.PRS.IND.ACT,ná enam áṁhaḥ= aśnoti ántitaḥ ná dūrā́t,naínam áṁho aśnoty ántito ná dūrā́t,LS LL LL LSL S LL,,N,,293,Mitra,Hymns to Various Gods
04.009.08.b,aśno,strong,aś,,False,,Earlier & Later,fifth,naś 1,04,04.009,04.009.08,b,M,aśnotu,2,verse final,3.SG.PRS.IMP.ACT,asmā́n aśnotu viśvátaḥ,asmā́m̐ aśnotu viśvátaḥ,LL LLS LSL,Gāyatrī,S,,305,Agni,Hymns to Agni
09.081.02.d,aśno,strong,aś,,False,,Earlier & Later,fifth,naś 1,09,09.081,09.081.02,d,M,aśnoti,2,intermediate,3.SG.PRS.IND.ACT,vidvā́n aśnoti= amútaḥ} itáḥ ca yát,vidvā́m̐ aśnoti amúta itáś ca yát,LL LLS SSS SL S L,Jagatī,N,,793,Soma,The Jagati Group
10.039.11.b,aśno,strong,aś,,False,,Earlier & Later,fifth,naś 1,10,10.039,10.039.11,b,M,aśnoti,3,intermediate,3.SG.PRS.IND.ACT,ná áṁhaḥ aśnoti= duritám} nákiḥ bhayám,nā́ṁho aśnoti duritáṁ nákir bhayám,LL LLS SSL SL SL,Jagatī,C,,865,Asvins,The Ghosa Hymns
10.062.09.a,aśno,strong,aś,,False,,Earlier & Later,fifth,naś 1,10,10.062,10.062.09,a,M,aśnoti,3,intermediate,3.SG.PRS.IND.ACT,ná tám aśnoti káḥ caná,ná tám aśnoti káś caná,S S LLS L SS,Aṇuṣṭubh,C,"['Grassmann (G)', 'Arnold (C1)']",888,"All the Gods or the Angiras, Thanksgiving to Savarni",Nabhanedistha Hymns
10.064.15.a,aśno,strong,aś,,False,,Earlier & Later,fifth,naś 1,10,10.064,10.064.15,a,M,aśnoti,5,verse final,3.SG.PRS.IND.ACT,ví sā́ hótrā= víśvam aśnoti vā́ryam,ví ṣā́ hótrā víśvam aśnoti vā́riyam,S L LL LS LLS LSL,Jagatī,C,,890,All the Gods,Gaya Plata Hymns
01.018.08.a,r̥dhno,strong,r̥dh,,False,,Earlier & Later,fifth,r̥dh,01,01.018,01.018.08,a,MO,r̥dhnoti,2,verse final,3.SG.PRS.IND.ACT,ā́t r̥dhnoti havíṣkr̥tim,ā́d r̥dhnoti havíṣkr̥tim,L LLS SLSL,Gāyatrī,N,,18,Brahmanaspati and Sadasaspati,Hymns of Medhatithi
06.053.04.b,cinu,weak,ci 1,1,False,,Earlier & Later,fifth,ci 1,06,06.053,06.053.04,b,MO,cinuhí,1,intermediate,2.SG.PRS.IMP.ACT,cinuhí ví mŕ̥dhaḥ jahi,cinuhí ví mŕ̥dho jahi,SSS S SL SS,Gāyatrī,C,,494,Pusan,Hymns to Pusan
09.097.58.b,cinu,weak,ci 1,1,False,,Earlier & Later,fifth,ci 1,09,09.097,09.097.58,b,M,cinuyāma,4,verse final,1.PL.PRS.OPT.ACT,bháre-_ kr̥tám= ví cinuyāma śáśvat,bháre kr̥táṁ ví cinuyāma śáśvat,SL SL S SSLS LL,Triṣṭubh,C,['Grassmann (G)'],809,Soma,The Tristubh Group
10.091.05.d,cinu,weak,ci 1,1,False,,Earlier & Later,fifth,ci 1,10,10.091,10.091.05,d,M,cinuṣé,3,intermediate,2.SG.PRS.IND.MED,pári svayám= cinuṣé?_ ánnam āsye\?_,pári svayáṁ cinuṣé ánnam āsíye,SL SL SSL LS LSL,Jagatī,N,['Arnold (C1)'],917,Agni,Hymns of Manyu
10.042.09.b,cino,strong,ci 1,1,False,,Earlier & Later,fifth,ci 1,10,10.042,10.042.09,b,P,vicinóti,4,verse final,3.SG.PRS.IND.ACT,kr̥tám yát śvaghnī́-_= vicinóti kālé?_,kr̥táṁ yác chvaghnī́ vicinóti kālé,SL L LL SSLS LL,Triṣṭubh,P,,868,Indra,Hymns of Krishna
10.043.05.a,cino,strong,ci 1,1,False,,Earlier & Later,fifth,ci 1,10,10.043,10.043.05,a,M,cinoti,5,verse final,3.SG.PRS.IND.ACT,kr̥tám ná+_ śvaghnī́-_= ví cinoti dévane?_,kr̥táṁ ná śvaghnī́ ví cinoti dévane,SL L LL S SLS LSL,Jagatī,C,,869,Indra,Hymns of Krishna
10.087.05.d,cino,strong,ci 1,1,False,,Earlier & Later,fifth,ci 1,10,10.087,10.087.05,d,P,cinotu,4,verse final,3.SG.PRS.IMP.ACT,kravyā́t kraviṣṇúḥ= ví cinotu vr̥kṇám,kravyā́t kraviṣṇúr ví cinotu vr̥kṇám,LL SLL S SLS LL,Triṣṭubh,P,['Arnold (C2)'],913,"Agni, Killer of Raksas",Hymns of Manyu
01.110.01.d,tr̥pṇu tr̥pnu,weak,tr̥p,,False,V.B.C.,Earlier & Later,fifth,tr̥p,01,01.110,01.110.01,d,M,tr̥pṇuta,4,verse final,2.PL.PRS.IMP.ACT,svā́hākr̥tasya= sám u+_ tr̥pṇuta r̥bhavaḥ,svā́hākr̥tasya sám u tr̥pṇuta rbhavaḥ,LLSLS S S LSL SL,Jagatī,C,,110,The Ribhus,"Hymns of Kutsa, the Angiras"
02.016.06.d,tr̥pṇu tr̥pnu,weak,tr̥p,,False,V.B.C.,Earlier & Later,fifth,tr̥p,02,02.016,02.016.06,d,M,tr̥pṇuhi,4,,2.SG.PRS.IMP.ACT,índra sómasya= vr̥ṣabhásya tr̥pṇuhi,índra sómasya vr̥ṣabhásya tr̥pṇuhi,LS LLS SSLS LSS,Jagatī,N,,207,Indra,Hymns to Indra
02.036.04.d,tr̥pṇu tr̥pnu,weak,tr̥p,,False,V.B.C.,Earlier & Later,fifth,tr̥p,02,02.036,02.036.04,d,M,tr̥pṇuhi,5,,2.SG.PRS.IMP.ACT,píba ā́gnīdhrāt= táva bhāgásya tr̥pṇuhi,píbā́gnīdhrāt táva bhāgásya tr̥pṇuhi,SLLL SS LLS LSS,Jagatī,N,,227,Cycle of the Gods,Hymns to Various Gods
08.035.10.a,tr̥pṇu tr̥pnu,weak,tr̥p,,False,V.B.C.,Earlier & Later,fifth,tr̥p,08,08.035,08.035.10,a,MU,tr̥pṇutám,3,intermediate,2.DU.PRS.IMP.ACT,píbatam ca= tr̥pṇutám ca ā́} ca gacchatam,píbataṁ ca tr̥pṇutáṁ cā́ ca gachatam,SSL S LSL L S LSL,,S,,655,Asvins,Hymns of Syavasva
01.010.08.d,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,01,01.010,01.010.08,d,M,dhūnuhi,4,,2.SG.PRS.IMP.ACT,sám gā́ḥ asmábhyam dhūnuhi,sáṁ gā́ asmábhya@ dhūnuhi,L L LLL LSS,Aṇuṣṭubh,N,,10,Indra,Hymns of Madhucchandas
01.037.06.c,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,01,01.037,01.037.06,c,MO,dhūnuthá,5,,2.PL.PRS.IND.ACT,yát sīm ántam ná+_ dhūnuthá,yát sīm ántaṁ ná dhūnuthá,L L LL S LSS,Gāyatrī,S,,37,The Maruts,Hymns of Kanva
01.078.04.b,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,01,01.078,01.078.04,b,M,avadhūnuṣé,3,,2.SG.PRS.IND.MED,yáḥ dásyūn avadhūnuṣé?_,yó dásyūm̐r avadhūnuṣé,L LL SSLSL,Gāyatrī,S,,78,Agni,"Hymns of Gotama, the Son of Rahugana"
03.012.06.b,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,03,03.012,03.012.06,b,M,adhūnutam,2,,2.DU.IPRF.IND.ACT,dāsápatnīḥ adhūnutam,dāsápatnīr adhūnutam,LSLL SLSL,Gāyatrī,s,,246,Indra and Agni,Hymns to Agni
03.045.04.c,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,03,03.045,03.045.04,c,M,dhūnuhi,6,,2.SG.PRS.IMP.ACT,vr̥kṣám pakvám= phálam aṅkī́?_ iva dhūnuhi,vr̥kṣám pakvám phálam aṅkī́va dhūnuhi,LL LL SS LLS LSS,,N,,279,Indra,Hymns to Indra
05.054.12.b,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,05,05.054,05.054.12,b,M,dhūnutha,5,,2.PL.PRS.IND.ACT,rúśat píppalam= marutaḥ} ví dhūnutha,rúśat píppalam maruto ví dhūnutha,SL LSL SSL S LSS,Jagatī,C,,408,The Maruts,Hymns of Syavasva to the Maruts
05.057.03.a,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,05,05.057,05.057.03,a,M,dhūnuthá,1,intermediate,2.PL.PRS.IND.ACT,dhūnuthá dyā́m= párvatān dāśúṣe-_ vásu,dhūnuthá dyā́m párvatān dāśúṣe vásu,LSL L LSL LSL SS,Jagatī,C,,411,The Maruts,Hymns of Syavasva to the Maruts
08.014.14.c,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,08,08.014,08.014.14,c,MO,adhūnuthāḥ,3,,2.SG.IPRF.IND.MED,áva dásyūn adhūnuthāḥ,áva dásyūm̐r adhūnuthāḥ,SS LL SLSL,Gāyatrī,S,,634,Indra,Various Sons of Kanva
08.034.03.b,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,08,08.034,08.034.03,b,M,dhūnute,3,verse final,3.SG.PRS.IND.MED,úrām ná+_ dhūnute?_ vŕ̥kaḥ,úrāṁ ná dhūnute vŕ̥kaḥ,SL S LSL SL,Aṇuṣṭubh,S,,654,Indra,Hymns of Medhatithi and Other Kanva Sons
08.052.10.a,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,08,08.052,08.052.10,a,MV,adhūnuta,5,,3.SG.IPRF.IND.MED,sám índraḥ rā́yaḥ= br̥hatī́ḥ} adhūnuta,sám índro rā́yo br̥hatī́r adhūnuta,S LL LL SSL SLSS,,S,['Grassmann (G)'],1021,Indra,Valakhilya-Hymns
10.066.14.d,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,10,10.066,10.066.14,d,M,dhūnuta,4,verse final,2.PL.PRS.IMP.ACT,asmé?_ devāsaḥ= áva dhūnutā+ vásu,asmé devāso áva dhūnutā vásu,LL LLL SS LSL SS,Jagatī,C,,892,All the Gods,Hymns of Vasukarna
10.134.03.c,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,10,10.134,10.134.03,c,M,dhūnuhi,3,,2.SG.PRS.IMP.ACT,śácībhiḥ śakra dhūnuhi,śácībhiḥ śakra dhūnuhi,SLL LS LSS,,S,,960,Indra,Hymns of Manyu
10.134.04.b,dhunu dhūnu,weak,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,10,10.134,10.134.04,b,M,dhūnuṣé,3,,2.SG.PRS.IND.MED,índra víśvāni dhūnuṣé?_,índra víśvāni dhūnuṣé,LS LLS LSL,,S,,960,Indra,Hymns of Manyu
01.059.06.d,dhuno dhūno,strong,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,01,01.059,01.059.06,d,M,ádhūnot,1,intermediate,3.SG.IPRF.IND.ACT,ádhūnot kā́ṣṭhāḥ= áva śámbaram bhet,ádhūnot kā́ṣṭhā áva śámbaram bhet,SLL LL SS LSL L,Triṣṭubh,N,,59,Agni Vaisvanara,"Hymns of Nodhas, Descendant of Gotama"
10.023.04.d,dhuno dhūno,strong,dhu dhū,,False,C.,Earlier & Later,fifth,dhū,10,10.023,10.023.04,d,M,dhūnoti,3,intermediate,3.SG.PRS.IND.ACT,út ít dhūnoti= vā́taḥ} yáthā vánam,úd íd dhūnoti váato yáthā vánam,S L LLS SSL SL SL,,A,,849,Indra,Hymns of Vimada
01.080.03.a,dhr̥ṣṇu,weak,dhr̥ṣ,,False,,Earlier & Later,fifth,dhr̥ṣ,01,01.080,01.080.03,a,M,dhr̥ṣṇuhí,5,,2.SG.PRS.IMP.ACT,prá ihi abhí ihi dhr̥ṣṇuhí,préhi abhī́hi dhr̥ṣṇuhí,LS SLS LSS,,n,,80,Indra,"Hymns of Gotama, the Son of Rahugana"
10.018.13.d,mino,strong,mi 1,1,False,,Earlier & Later,fifth,mi 1,10,10.018,10.018.13,d,P,minotu,5,,3.SG.PRS.IMP.ACT,átrā+ yamáḥ= sā́danā te-_} minotu,átrā yamáḥ sā́danā te minotu,LL SL LSL L SLS,,P,['Arnold (C2)'],844,For the Burial Rite,Yama Hymns
01.092.04.b,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,01,01.092,01.092.04,b,M,ūrṇute,2,intermediate,3.SG.PRS.IND.MED,ápa ūrṇute?_= vákṣaḥ usrā́ iva bárjaham,áporṇute vákṣa usréva bárjaham,SLSL LS LLS LSL,Jagatī,n,,92,Usas and the Asvins,"Hymns of Gotama, the Son of Rahugana"
02.014.03.d,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,02,02.014,02.014.03,d,M,ūrṇuta,4,intermediate,2.PL.PRS.IMP.ACT,índram sómaiḥ= ā́ ūrṇuta jū́ḥ} ná+_ vástraiḥ,índraṁ sómair órṇuta jū́r ná vástraiḥ,LL LL LSS L S LL,Triṣṭubh,N,,205,Indra,Hymns to Indra
02.034.12.c,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,02,02.034,02.034.12,c,M,ūrṇute,6,,3.SG.PRS.IND.MED,uṣā́ḥ ná+_ rāmī́ḥ= aruṇaíḥ} ápa ūrṇute?_,uṣā́ ná rāmī́r aruṇaír áporṇute,SL S LL SSL SLSL,Jagatī,N,,225,The Maruts,Hymns to Various Gods
04.054.02.c,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,04,04.054,04.054.02,c,M,ūrṇuṣe,6,,2.SG.PRS.IND.MED,ā́t ít dāmā́nam= savitar} ví ūrṇuṣe?_,ā́d íd dāmā́naṁ savitar ví ūrṇuṣe,L L LLL SSL S LSL,Jagatī,N,,350,Savitri,Hymns to Savitri
06.050.08.d,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,06,06.050,06.050.08,d,M,vyūrṇuté,1,intermediate,3.SG.PRS.IND.MED,vyūrṇuté?_= dāśúṣe-_ vā́ryāṇi,viūrṇuté dāśúṣe vā́riyāṇi,SLSL LSL LSLS,Triṣṭubh,A,,491,All the Gods,Hymns to All the Gods
08.039.06.e,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,08,08.039,08.039.06,e,M,ūrṇute,4,,3.SG.PRS.IND.MED,agníḥ dvā́rā ví ūrṇute?_,súāhuto návīyasā,SLSL SLSL,,S,,659,Agni,Hymns of Nabhaka
09.091.04.b,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,09,09.091,09.091.04,b,M,ūrṇuhi,3,intermediate,2.SG.PRS.IMP.ACT,punānáḥ indo= ūrṇuhi} ví vā́jān,punāná inda ūrṇuhi ví vā́jān,SLS LS LSS S LL,,N,,803,Soma,The Tristubh Group
09.096.11.c,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,09,09.096,09.096.11,c,M,ūrṇu,5,,2.SG.PRS.IMP.ACT,vanván ávātaḥ= paridhī́n} ápa ūrṇu,vanvánn ávātaḥ paridhī́m̐r áporṇu,LL SLL SSL SLS,Triṣṭubh,N,,808,Soma,The Tristubh Group
09.110.06.c,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,09,09.110,09.110.06,c,M,ūrṇute,6,,3.SG.PRS.IND.MED,vā́ram ná+_ deváḥ= savitā́} ví ūrṇute?_,vā́raṁ ná deváḥ savitā́ ví ūrṇute,LL S LL SSL S LSL,,S,,822,Soma,Various Metres
10.016.07.b,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.016,10.016.07,b,P,ūrṇuṣva,3,intermediate,2.SG.PRS.IMP.MED,sám prá ūrṇuṣva= pī́vasā médasā ca,sám prórṇuṣva pī́vasā médasā ca,L LLS LSL LSL S,Triṣṭubh,P,['Arnold (C2)'],842,Fire of Cremation,Yama Hymns
10.018.11.d,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.018,10.018.11,d,P,ūrṇuhi,4,,2.SG.PRS.IMP.ACT,abhí enam bhūme?_ ūrṇuhi,abhy e\nam bhūma ūrṇuhi,L LL LS LSS,,P,"['Grassmann (G)', 'Arnold (C2)']",844,For the Burial Rite,Yama Hymns
10.038.02.a,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.038,10.038.02,a,M,ūrṇuhi,6,,2.SG.PRS.IMP.ACT,sá naḥ kṣumántam= sádane-_} ví ūrṇuhi,sá naḥ kṣumántaṁ sádane ví ūrṇuhi,S L SLL SSL S LSS,Jagatī,C,,864,Indra,Hymns of Lusa
10.040.08.d,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.040,10.040.08,d,M,ūrṇuthaḥ,3,verse final,2.DU.PRS.IND.ACT,ápa vrajám= ūrṇuthaḥ saptā́syam,ápa vrajám ūrṇuthaḥ saptáāsiyam,SL SS LSL LSLSL,Jagatī,C,,866,Asvins,The Ghosa Hymns
10.073.11.c,vr̥ṇu ūrṇu,weak,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.073,10.073.11,c,M,ūrṇuhí,3,intermediate,2.SG.PRS.IMP.ACT,ápa dhvāntám= ūrṇuhí pūrdhí cákṣuḥ,ápa dhvāntám ūrṇuhí pūrdhí cákṣur,SL LS LSS LS LL,Triṣṭubh,A,['Grassmann (G)'],899,Indra,Hymns of Gauriviti
01.051.03.a,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,01,01.051,01.051.03,a,M,avr̥ṇoḥ,4,verse final,2.SG.IPRF.IND.ACT,tvám gotrám= áṅgirobhyaḥ} avr̥ṇoḥ ápa,tuváṁ gotrám áṅgirobhyo 'vr̥ṇor ápa,SL LS LSLL SL SS,Jagatī,C,,51,Indra,Hymns of Savya
01.051.04.a,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,01,01.051,01.051.04,a,M,avr̥ṇoḥ,4,verse final,2.SG.IPRF.IND.ACT,tvám apā́m= apidhā́nā avr̥ṇoḥ ápa,tuvám apā́m apidhā́nāvr̥ṇor ápa,SS SL SSLLSL SS,Jagatī,C,,51,Indra,Hymns of Savya
01.068.01.b,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,01,01.068,01.068.01,b,M5,ūrṇot,5,,3.SG.PRS.INJ.ACT,sthātúḥ carátham aktū́n ví ūrṇot,sthātúś carátham aktū́n ví ūrṇot,LL SSS LL S LL,,N,,68,Agni,"Hymns of Parasa, the Son of Sakti"
01.105.15.c,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,01,01.105,01.105.15,c,M,ūrṇoti,2,intermediate,3.SG.PRS.IND.ACT,ví ūrṇoti hr̥dā́ matím,ví ūrṇoti hr̥dā́ matíṁ,S LLS SL SL,,C,,105,All the Gods (Trita in the Well),"Hymns of Kutsa, the Angiras"
01.130.03.f,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,01,01.130,01.130.03,f,M,avr̥ṇot,2,intermediate,3.SG.IPRF.IND.ACT,ápa avr̥ṇot= íṣaḥ índraḥ} párīvr̥tāḥ,ápāvr̥ṇod íṣa índraḥ párīvr̥tā,SLSL SS LL SLSL,,s,,130,Indra,"Hymns of Parucchepa, Son of Divodasa"
01.132.04.b,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,01,01.132,01.132.04,b,M,ávr̥ṇoḥ,3,intermediate,2.SG.IPRF.IND.ACT,yát áṅgirobhyaḥ= ávr̥ṇoḥ} ápa vrajám,yád áṅgirobhyo ávr̥ṇor ápa vrajám,S LSLL SSL SL SL,,s,['Grassmann (G)'],132,Indra,"Hymns of Parucchepa, Son of Divodasa"
02.011.18.c,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,02,02.011,02.011.18,c,Mv,avr̥ṇoḥ,2,intermediate,2.SG.IPRF.IND.ACT,ápa avr̥ṇoḥ jyótiḥ ā́ryāya,ápāvr̥ṇor jyótir ā́riyāya,SLSL LS LSLS,,S,,202,Indra,Hymns to Indra
03.031.21.d,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,03,03.031,03.031.21,d,M,avr̥ṇot,4,intermediate,3.SG.IPRF.IND.ACT,dúraḥ ca víśvāḥ= avr̥ṇot} ápa svā́ḥ,dúraś ca víśvā avr̥ṇod ápa svā́ḥ,SL S LL SSL SL L,Triṣṭubh,N,['Grassmann (G)'],265,Indra,Hymns to Indra
03.034.03.a,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,03,03.034,03.034.03,a,M,avr̥ṇot,3,verse final,3.SG.IPRF.IND.ACT,índraḥ vr̥trám= avr̥ṇot śárdhanītiḥ,índro vr̥trám avr̥ṇoc chárdhanītiḥ,LL LS SSL LSLL,Triṣṭubh,c,,268,Indra,Hymns to Indra
03.044.05.c,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,03,03.044,03.044.05,c,M,avr̥ṇot,2,intermediate,3.SG.IPRF.IND.ACT,ápa avr̥ṇot= háribhiḥ ádribhiḥ sutám,ápāvr̥ṇod dháribhir ádribhiḥ sutám,SLSL SSS LSL SL,,N,,278,Indra,Hymns to Indra
04.028.01.d,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,04,04.028,04.028.01,d,M,avr̥ṇot,2,intermediate,3.SG.IPRF.IND.ACT,ápa avr̥ṇot= ápihitā iva khā́ni,ápāvr̥ṇod ápihiteva khā́ni,SLSL SSSLS LS,Triṣṭubh,S,,324,Indra and Soma,Hymns to Indra
07.082.06.d,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,07,07.082,07.082.06,d,M,vr̥ṇoti,4,verse final,3.SG.PRS.IND.ACT,dabhrébhiḥ anyáḥ= prá vr̥ṇoti bhū́yasaḥ,dabhrébhir anyáḥ prá vr̥ṇoti bhū́yasaḥ,LLS LL S SLS LSL,Jagatī,C,,598,Indra and Varuna,Hymns to Indra and Varuna
08.063.03.b,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,08,08.063,08.063.03,b,M,avr̥ṇot,3,verse final,3.SG.IPRF.IND.ACT,índraḥ gā́ḥ avr̥ṇot ápa,índro gā́ avr̥ṇod ápa,LL L SSL SS,Gāyatrī,A,,672,Indra,Hymns of Pragatha and Other Kanva-Sons
08.079.02.a,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,08,08.079,08.079.02,a,MT,ūrṇoti,2,intermediate,3.SG.PRS.IND.ACT,abhí ūrṇoti yát nagnám,abhí ūrṇoti yán nagnám,SS LLS L LL,Gāyatrī,S,,688,Soma,Hymns of Virupa and Others
08.100.06.d,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,08,08.100,08.100.06,d,PR,apā́vr̥ṇoḥ,1,intermediate,2.SG.IPRF.IND.ACT,apā́vr̥ṇoḥ śarabhā́ya ŕ̥ṣibandhave?_,apā́vr̥ṇoḥ śarabhā́ya ŕ̥ṣibandhave,SLSL SSLS SSLSL,,P,"['Grassmann (G)', 'Witzel (z)']",709,Indra and Vak,Tirasci and Other Poets
09.086.23.d,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,09,09.086,09.086.23,d,M,avr̥ṇoḥ,4,verse final,2.SG.IPRF.IND.ACT,sóma gotrám= áṅgirobhyaḥ} avr̥ṇoḥ ápa,sóma gotrám áṅgirobhyo 'vr̥ṇor ápa,LS LS LSLL SL SS,Jagatī,N,,798,Soma,The Jagati Group
10.088.12.d,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.088,10.088.12,d,P,ūrṇoti,3,intermediate,3.SG.PRS.IND.ACT,ápa u+_ ūrṇoti= támaḥ arcíṣā yán,ápo ūrṇoti támo arcíṣā yán,SL LLS SL LSL L,Triṣṭubh,P,['Arnold (C1)'],914,Surya and Vaisvanara,Hymns of Manyu
10.120.08.d,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.120,10.120.08,d,P,avr̥ṇot,4,intermediate,3.SG.IPRF.IND.ACT,dúraḥ ca víśvāḥ= avr̥ṇot} ápa svā́ḥ,dúraś ca víśvā avr̥ṇod ápa svā́ḥ,SL S LL SSL SL L,Triṣṭubh,P,,946,Indra,Hymns of Manyu
10.139.06.b,vr̥ṇo ūrṇo,strong,vr̥ ūr,1,False,,Earlier & Later,fifth,vr̥,10,10.139,10.139.06,b,P,avr̥ṇot,2,intermediate,3.SG.IPRF.IND.ACT,ápa avr̥ṇot= dúraḥ áśmavrajānām,ápāvr̥ṇod dúro áśmavrajānām,SLSL SL LLSLL,Triṣṭubh,P,['Arnold (C1)'],965,Surya,Hymns of Manyu
05.040.09.d,śaknu,weak,śak,,False,,Earlier & Later,fifth,śak,05,05.040,05.040.09,d,PE2,áśaknuvan,3,,3.PL.PRS.IND.ACT,nahí anyé?_ áśaknuvan,nahí anyé áśaknuvan,SS LL SLSL,Aṇuṣṭubh,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)', 'Witzel (Z)']",394,"Indra, Surya and Atri",Hymns to Indra
01.047.02.d,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.047,01.047.02,d,M,śr̥ṇutam,3,verse final,2.DU.PRS.IMP.ACT,téṣām sú śr̥ṇutam hávam,téṣāṁ sú śr̥ṇutaṁ hávam,LL S SSL SL,,S,,47,Asvins,Hymns of Praskanva
01.082.01.a,śr̥ṇu,weak,śr̥,,False,,Earlier & Later,fifth,śru,01,01.082,01.082.01,a,M,śr̥ṇuhí,4,verse final,2.SG.PRS.IMP.ACT,úpa u+_ sú śr̥ṇuhī́?_+ gíraḥ,úpo ṣú śr̥ṇuhī́ gíro,SL S SSL SL,,n,,82,Indra,"Hymns of Gotama, the Son of Rahugana"
