line_no,labels,strata,strata_based_on_meter_only
09.079.03.b,M,S,False
09.079.03.c,M,S,False
09.079.03.d,M,S,False
09.079.04.a,M,S,False
09.079.04.b,M,S,False
09.079.04.c,M,S,False
09.079.04.d,M,S,False
09.079.05.a,M,S,False
09.079.05.b,M,S,False
09.079.05.c,M,S,False
09.079.05.d,M,S,False
09.080.01.a,M,C,False
09.080.01.b,M,C,False
09.080.01.c,M,C,False
09.080.01.d,M,C,False
09.080.02.a,M,C,False
09.080.02.b,M,C,False
09.080.02.c,M,C,False
09.080.02.d,M,C,False
09.080.03.a,M,C,False
09.080.03.b,M,C,False
09.080.03.c,M,C,False
09.080.03.d,M,C,False
09.080.04.a,M,C,False
09.080.04.b,M,C,False
09.080.04.c,M,C,False
09.080.04.d,M,C,False
09.080.05.a,M,C,False
09.080.05.b,M,C,False
09.080.05.c,M,C,False
09.080.05.d,M,C,False
09.081.01.a,M,N,False
09.081.01.b,M,N,False
09.081.01.c,M,N,False
09.081.01.d,M,N,False
09.081.02.a,M,N,False
09.081.02.b,M,N,False
09.081.02.c,M,N,False
09.081.02.d,M,N,False
09.081.03.a,M,N,False
09.081.03.b,M,N,False
09.081.03.c,M,N,False
09.081.03.d,M,N,False
09.081.04.a,M,N,False
09.081.04.b,M,N,False
09.081.04.c,M,N,False
09.081.04.d,M,N,False
09.081.05.a,M,N,False
09.081.05.b,M,N,False
09.081.05.c,M,N,False
09.081.05.d,M,N,False
09.082.01.a,M,N,False
09.082.01.b,M,N,False
09.082.01.c,M,N,False
09.082.01.d,M,N,False
09.082.02.a,M,N,False
09.082.02.b,M,N,False
09.082.02.c,M,N,False
09.082.02.d,M,N,False
09.082.03.a,M,N,False
09.082.03.b,M,N,False
09.082.03.c,M,N,False
09.082.03.d,M,N,False
09.082.04.a,M,N,False
09.082.04.b,M,N,False
09.082.04.c,M,N,False
09.082.04.d,M,N,False
09.082.05.a,M,N,False
09.082.05.b,M,N,False
09.082.05.c,M,N,False
09.082.05.d,M,N,False
09.083.01.a,M,N,False
09.083.01.b,M,N,False
09.083.01.c,M,N,False
09.083.01.d,M,N,False
09.083.02.a,M,N,False
09.083.02.b,M,N,False
09.083.02.c,M,N,False
09.083.02.d,M,N,False
09.083.03.a,M,N,False
09.083.03.b,M,N,False
09.083.03.c,M,N,False
09.083.03.d,M,N,False
09.083.04.a,M,N,False
09.083.04.b,M,N,False
09.083.04.c,M,N,False
09.083.04.d,M,N,False
09.083.05.a,M,N,False
09.083.05.b,M,N,False
09.083.05.c,M,N,False
09.083.05.d,M,N,False
09.084.01.a,M,N,False
09.084.01.b,M,N,False
09.084.01.c,M,N,False
09.084.01.d,M,N,False
09.084.02.a,M,N,False
09.084.02.b,M,N,False
09.084.02.c,M,N,False
09.084.02.d,M,N,False
09.084.03.a,M,N,False
09.084.03.b,M,N,False
09.084.03.c,M,N,False
09.084.03.d,M,N,False
09.084.04.a,M,N,False
09.084.04.b,M,N,False
09.084.04.c,M,N,False
09.084.04.d,M,N,False
09.084.05.a,M,N,False
09.084.05.b,M,N,False
09.084.05.c,M,N,False
09.084.05.d,M,N,False
09.085.01.a,M,N,False
09.085.01.b,M,N,False
09.085.01.c,M,N,False
09.085.01.d,M,N,False
09.085.02.a,M,N,False
09.085.02.b,M,N,False
09.085.02.c,M,N,False
09.085.02.d,M,N,False
09.085.03.a,M,N,False
09.085.03.b,M,N,False
09.085.03.c,M,N,False
09.085.03.d,M,N,False
09.085.04.a,M,N,False
09.085.04.b,M,N,False
09.085.04.c,M,N,False
09.085.04.d,M,N,False
09.085.05.a,M,N,False
09.085.05.b,M,N,False
09.085.05.c,M,N,False
09.085.05.d,M,N,False
09.085.06.a,M,N,False
09.085.06.b,M,N,False
09.085.06.c,M,N,False
09.085.06.d,M,N,False
09.085.07.a,M,N,False
09.085.07.b,M,N,False
09.085.07.c,M,N,False
09.085.07.d,M,N,False
09.085.08.a,M,N,False
09.085.08.b,M,N,False
09.085.08.c,M,N,False
09.085.08.d,M,N,False
09.085.09.a,M,N,False
09.085.09.b,M,N,False
09.085.09.c,M,N,False
09.085.09.d,M,N,False
09.085.10.a,MR,N,False
09.085.10.b,M,N,False
09.085.10.c,M,N,False
09.085.10.d,M,N,False
09.085.11.a,M,N,False
09.085.11.b,M,N,False
09.085.11.c,M,N,False
09.085.11.d,M,N,False
09.085.12.a,M,N,False
09.085.12.b,M,N,False
09.085.12.c,M,N,False
09.085.12.d,M,N,False
09.086.01.a,M,N,False
09.086.01.b,M,N,False
09.086.01.c,M,N,False
09.086.01.d,M,N,False
09.086.02.a,M,N,False
09.086.02.b,M,N,False
09.086.02.c,M,N,False
09.086.02.d,M,N,False
09.086.03.a,M,N,False
09.086.03.b,M,N,False
09.086.03.c,M,N,False
09.086.03.d,M,N,False
09.086.04.a,M,N,False
09.086.04.b,M,N,False
09.086.04.c,M,N,False
09.086.04.d,M,N,False
09.086.05.a,M,N,False
09.086.05.b,M,N,False
09.086.05.c,M,N,False
09.086.05.d,M,N,False
09.086.06.a,M,N,False
09.086.06.b,M,N,False
09.086.06.c,M,N,False
09.086.06.d,M,N,False
09.086.07.a,M,N,False
09.086.07.b,M,N,False
09.086.07.c,M,N,False
09.086.07.d,M,N,False
09.086.08.a,M,N,False
09.086.08.b,M,N,False
09.086.08.c,M,N,False
09.086.08.d,MR,N,False
09.086.09.a,MR,N,False
09.086.09.b,M,N,False
09.086.09.c,M,N,False
09.086.09.d,MR,N,False
09.086.10.a,M,N,False
09.086.10.b,M,N,False
09.086.10.c,M,N,False
09.086.10.d,M,N,False
09.086.11.a,M,N,False
09.086.11.b,M,N,False
09.086.11.c,M,N,False
09.086.11.d,M,N,False
09.086.12.a,M,N,False
09.086.12.b,M,N,False
09.086.12.c,M,N,False
09.086.12.d,M,N,False
09.086.13.a,M,N,False
09.086.13.b,M,N,False
09.086.13.c,M,N,False
09.086.13.d,MR,N,False
09.086.14.a,M,N,False
09.086.14.b,M,N,False
09.086.14.c,M,N,False
09.086.14.d,M,N,False
09.086.15.a,M,N,False
09.086.15.b,M,N,False
09.086.15.c,M,N,False
09.086.15.d,M,N,False
09.086.16.a,M,N,False
09.086.16.b,M,N,False
09.086.16.c,M,N,False
09.086.16.d,M,N,False
09.086.17.a,M,N,False
09.086.17.b,M,N,False
09.086.17.c,MR,N,False
09.086.17.d,M,N,False
09.086.18.a,M,N,False
09.086.18.b,M,N,False
09.086.18.c,M,N,False
09.086.18.d,M,N,False
09.086.19.a,M,N,False
09.086.19.b,M,N,False
09.086.19.c,M,N,False
09.086.19.d,M,N,False
09.086.20.a,M,N,False
09.086.20.b,M,N,False
09.086.20.c,M,N,False
09.086.20.d,M,N,False
09.086.21.a,M,N,False
09.086.21.b,M,N,False
09.086.21.c,M,N,False
09.086.21.d,MR,N,False
09.086.22.a,M,N,False
09.086.22.b,M,N,False
09.086.22.c,M,N,False
09.086.22.d,M,N,False
09.086.23.a,M,N,False
09.086.23.b,M,N,False
09.086.23.c,M,N,False
09.086.23.d,M,N,False
09.086.24.a,M,N,False
09.086.24.b,M,N,False
09.086.24.c,M,N,False
09.086.24.d,M,N,False
09.086.25.a,M,N,False
09.086.25.b,M,N,False
09.086.25.c,M,N,False
09.086.25.d,M,N,False
09.086.26.a,M,N,False
09.086.26.b,M,N,False
09.086.26.c,M,N,False
09.086.26.d,M,N,False
09.086.27.a,M,N,False
09.086.27.b,M,N,False
09.086.27.c,M,N,False
09.086.27.d,M,N,False
09.086.28.a,M,N,False
09.086.28.b,M,N,False
09.086.28.c,M,N,False
09.086.28.d,M,N,False
09.086.29.a,M,N,False
09.086.29.b,M,N,False
09.086.29.c,M,N,False
09.086.29.d,M,N,False
09.086.30.a,M,N,False
09.086.30.b,M,N,False
09.086.30.c,M,N,False
09.086.30.d,M,N,False
09.086.31.a,M,N,False
09.086.31.b,M,N,False
09.086.31.c,M,N,False
09.086.31.d,MR,N,False
09.086.32.a,M,N,False
09.086.32.b,M,N,False
09.086.32.c,M,N,False
09.086.32.d,M,N,False
09.086.33.a,M,N,False
09.086.33.b,M,N,False
09.086.33.c,M,N,False
09.086.33.d,M,N,False
09.086.34.a,M,N,False
09.086.34.b,M,N,False
09.086.34.c,M,N,False
09.086.34.d,M,N,False
09.086.35.a,M,N,False
09.086.35.b,M,N,False
09.086.35.c,M,N,False
09.086.35.d,M,N,False
09.086.36.a,M,N,False
09.086.36.b,M,N,False
09.086.36.c,M,N,False
09.086.36.d,M,N,False
09.086.37.a,M,N,False
09.086.37.b,M,N,False
09.086.37.c,M,N,False
09.086.37.d,M,N,False
09.086.38.a,M,N,False
09.086.38.b,M,N,False
09.086.38.c,M,N,False
09.086.38.d,M,N,False
09.086.39.a,M,N,False
09.086.39.b,M,N,False
09.086.39.c,M,N,False
09.086.39.d,M,N,False
09.086.40.a,M,N,False
09.086.40.b,M,N,False
09.086.40.c,M,N,False
09.086.40.d,M,N,False
09.086.41.a,M,N,False
09.086.41.b,M,N,False
09.086.41.c,M,N,False
09.086.41.d,M,N,False
09.086.42.a,M,N,False
09.086.42.b,M,N,False
09.086.42.c,M,N,False
09.086.42.d,M,N,False
09.086.43.a,M,N,False
09.086.43.b,M,N,False
09.086.43.c,M,N,False
09.086.43.d,M,N,False
09.086.44.a,M,N,False
09.086.44.b,M,N,False
09.086.44.c,M,N,False
09.086.44.d,M,N,False
09.086.45.a,M,N,False
09.086.45.b,M,N,False
09.086.45.c,M,N,False
09.086.45.d,M,N,False
09.086.46.a,M,N,False
09.086.46.b,M,N,False
09.086.46.c,M,N,False
09.086.46.d,M,N,False
09.086.47.a,M,N,False
09.086.47.b,M,N,False
09.086.47.c,M,N,False
09.086.47.d,M,N,False
09.086.48.a,M,N,False
09.086.48.b,M,N,False
09.086.48.c,M,N,False
09.086.48.d,MR,N,False
09.087.01.a,M,N,False
09.087.01.b,M,N,False
09.087.01.c,M,N,False
09.087.01.d,M,N,False
09.087.02.a,M,N,False
09.087.02.b,M,N,False
09.087.02.c,M,N,False
09.087.02.d,M,N,False
09.087.03.a,M,N,False
09.087.03.b,M,N,False
09.087.03.c,M,N,False
09.087.03.d,M,N,False
09.087.04.a,M,N,False
09.087.04.b,M,N,False
09.087.04.c,M,N,False
09.087.04.d,M,N,False
09.087.05.a,M,N,False
09.087.05.b,M,N,False
09.087.05.c,M,N,False
09.087.05.d,M,N,False
09.087.06.a,M,N,False
09.087.06.b,M,N,False
09.087.06.c,M,N,False
09.087.06.d,M,N,False
09.087.07.a,M,N,False
09.087.07.b,M,N,False
09.087.07.c,M,N,False
09.087.07.d,M,N,False
09.087.08.a,M,N,False
09.087.08.b,M,N,False
09.087.08.c,M,N,False
09.087.08.d,M,N,False
09.087.09.a,M,N,False
09.087.09.b,M,N,False
09.087.09.c,M,N,False
09.087.09.d,M,N,False
09.088.01.a,MR,S,False
09.088.01.b,M,S,False
09.088.01.c,M,S,False
09.088.01.d,M,S,False
09.088.02.a,M,S,False
09.088.02.b,M,S,False
09.088.02.c,M,S,False
09.088.02.d,M,S,False
09.088.03.a,M,S,False
09.088.03.b,M,S,False
09.088.03.c,M,S,False
09.088.03.d,M,S,False
09.088.04.a,M,S,False
09.088.04.b,M,S,False
09.088.04.c,M,S,False
09.088.04.d,M,S,False
09.088.05.a,M,S,False
09.088.05.b,M,S,False
09.088.05.c,M,S,False
09.088.05.d,M,S,False
09.088.06.a,M,S,False
09.088.06.b,M,S,False
09.088.06.c,M,S,False
09.088.06.d,M,S,False
09.088.07.a,M,S,False
09.088.07.b,M,S,False
09.088.07.c,M,S,False
09.088.07.d,M,S,False
09.088.08.a,MR,S,False
09.088.08.b,MR,S,False
09.088.08.c,M,S,False
09.088.08.d,MR,S,False
09.089.01.a,M,N,False
09.089.01.b,M,N,False
09.089.01.c,M,N,False
09.089.01.d,M,N,False
09.089.02.a,M,N,False
09.089.02.b,M,N,False
09.089.02.c,M,N,False
09.089.02.d,M,N,False
09.089.03.a,M,N,False
09.089.03.b,M,N,False
09.089.03.c,M,N,False
09.089.03.d,M,N,False
09.089.04.a,M,N,False
09.089.04.b,M,N,False
09.089.04.c,M,N,False
09.089.04.d,M,N,False
09.089.05.a,M,N,False
09.089.05.b,M,N,False
09.089.05.c,M,N,False
09.089.05.d,M,N,False
09.089.06.a,MR,N,False
09.089.06.b,M,N,False
09.089.06.c,M,N,False
09.089.06.d,M,N,False
09.089.07.a,M,N,False
09.089.07.b,M,N,False
09.089.07.c,M,N,False
09.089.07.d,MR,N,False
09.090.01.a,M,N,False
09.090.01.b,M,N,False
09.090.01.c,M,N,False
09.090.01.d,M,N,False
09.090.02.a,M,N,False
09.090.02.b,M,N,False
09.090.02.c,M,N,False
09.090.02.d,M,N,False
09.090.03.a,M,N,False
09.090.03.b,M,N,False
09.090.03.c,M,N,False
09.090.03.d,M,N,False
09.090.04.a,M,N,False
09.090.04.b,M,N,False
09.090.04.c,M,N,False
09.090.04.d,M,N,False
09.090.05.a,M,N,False
09.090.05.b,M,N,False
09.090.05.c,M,N,False
09.090.05.d,M,N,False
09.090.06.a,M,N,False
09.090.06.b,M,N,False
09.090.06.c,M,N,False
09.090.06.d,MR,N,False
09.091.01.a,M,N,False
09.091.01.b,M,N,False
09.091.01.c,M,N,False
09.091.01.d,M,N,False
09.091.02.a,M,N,False
09.091.02.b,M,N,False
09.091.02.c,M,N,False
09.091.02.d,M,N,False
09.091.03.a,M,N,False
09.091.03.b,M,N,False
09.091.03.c,M,N,False
09.091.03.d,M,N,False
09.091.04.a,M,N,False
09.091.04.b,M,N,False
09.091.04.c,M,N,False
09.091.04.d,M,N,False
09.091.05.a,M,N,False
09.091.05.b,M,N,False
09.091.05.c,M,N,False
09.091.05.d,M,N,False
09.091.06.a,M,N,False
09.091.06.b,M,N,False
09.091.06.c,M,N,False
09.091.06.d,M,N,False
09.092.01.a,M,N,False
09.092.01.b,M,N,False
09.092.01.c,M,N,False
09.092.01.d,M,N,False
09.092.02.a,M,N,False
09.092.02.b,M,N,False
09.092.02.c,M,N,False
09.092.02.d,M,N,False
09.092.03.a,M,N,False
09.092.03.b,M,N,False
09.092.03.c,M,N,False
09.092.03.d,M,N,False
09.092.04.a,M,N,False
09.092.04.b,M,N,False
09.092.04.c,M,N,False
09.092.04.d,M,N,False
09.092.05.a,M,N,False
09.092.05.b,M,N,False
09.092.05.c,M,N,False
09.092.05.d,M,N,False
09.092.06.a,M,N,False
09.092.06.b,M,N,False
09.092.06.c,M,N,False
09.092.06.d,M,N,False
09.093.01.a,M,A,False
09.093.01.b,M,A,False
09.093.01.c,M,A,False
09.093.01.d,M,A,False
09.093.02.a,M,A,False
09.093.02.b,M,A,False
09.093.02.c,M,A,False
09.093.02.d,M,A,False
09.093.03.a,M,A,False
09.093.03.b,M,A,False
09.093.03.c,M,A,False
09.093.03.d,M,A,False
09.093.04.a,M,A,False
09.093.04.b,M,A,False
09.093.04.c,M,A,False
09.093.04.d,M,A,False
09.093.05.a,M,A,False
09.093.05.b,M,A,False
09.093.05.c,M,A,False
09.093.05.d,MR,A,False
09.094.01.a,M,A,False
09.094.01.b,M,A,False
09.094.01.c,M,A,False
09.094.01.d,M,A,False
09.094.02.a,M,A,False
09.094.02.b,M,A,False
09.094.02.c,M,A,False
09.094.02.d,M,A,False
09.094.03.a,M,A,False
09.094.03.b,M,A,False
09.094.03.c,M,A,False
09.094.03.d,M,A,False
09.094.04.a,M,A,False
09.094.04.b,M,A,False
09.094.04.c,M,A,False
09.094.04.d,M,A,False
09.094.05.a,M,A,False
09.094.05.b,M,A,False
09.094.05.c,M,A,False
09.094.05.d,M,A,False
09.095.01.a,M,N,False
09.095.01.b,M,N,False
09.095.01.c,M,N,False
09.095.01.d,M,N,False
09.095.02.a,M,N,False
09.095.02.b,MR,N,False
09.095.02.c,M,N,False
09.095.02.d,M,N,False
09.095.03.a,M,N,False
09.095.03.b,M,N,False
09.095.03.c,M,N,False
09.095.03.d,M,N,False
09.095.04.a,M,N,False
09.095.04.b,M,N,False
09.095.04.c,M,N,False
09.095.04.d,M,N,False
09.095.05.a,M,N,False
09.095.05.b,M,N,False
09.095.05.c,M,N,False
09.095.05.d,MR,N,False
09.096.01.a,M,N,False
09.096.01.b,M,N,False
09.096.01.c,M,N,False
09.096.01.d,M,N,False
09.096.02.a,M,N,False
09.096.02.b,M,N,False
09.096.02.c,M,N,False
09.096.02.d,M,N,False
09.096.03.a,M,N,False
09.096.03.b,M,N,False
09.096.03.c,M,N,False
09.096.03.d,M,N,False
09.096.04.a,M,N,False
09.096.04.b,M,N,False
09.096.04.c,M,N,False
09.096.04.d,M,N,False
09.096.05.a,M,N,False
09.096.05.b,MR,N,False
09.096.05.c,M,N,False
09.096.05.d,M,N,False
09.096.06.a,M,N,False
09.096.06.b,M,N,False
09.096.06.c,M,N,False
09.096.06.d,M,N,False
09.096.07.a,M,N,False
09.096.07.b,M,N,False
09.096.07.c,M,N,False
09.096.07.d,M,N,False
09.096.08.a,M,N,False
09.096.08.b,M,N,False
09.096.08.c,M,N,False
09.096.08.d,M,N,False
09.096.09.a,M,N,False
09.096.09.b,M,N,False
09.096.09.c,M,N,False
09.096.09.d,M,N,False
09.096.10.a,M,N,False
09.096.10.b,M,N,False
09.096.10.c,M,N,False
09.096.10.d,M,N,False
09.096.11.a,M,N,False
09.096.11.b,M,N,False
09.096.11.c,M,N,False
09.096.11.d,M,N,False
09.096.12.a,M,N,False
09.096.12.b,M,N,False
09.096.12.c,M,N,False
09.096.12.d,M,N,False
09.096.13.a,M,N,False
09.096.13.b,M,N,False
09.096.13.c,M,N,False
09.096.13.d,M,N,False
09.096.14.a,M,N,False
09.096.14.b,M,N,False
09.096.14.c,M,N,False
09.096.14.d,M,N,False
09.096.15.a,M,N,False
09.096.15.b,M,N,False
09.096.15.c,M,N,False
09.096.15.d,M,N,False
09.096.16.a,M,N,False
09.096.16.b,M,N,False
09.096.16.c,M,N,False
09.096.16.d,M,N,False
09.096.17.a,M,N,False
09.096.17.b,M,N,False
09.096.17.c,M,N,False
09.096.17.d,MR,N,False
09.096.18.a,M,N,False
09.096.18.b,M,N,False
09.096.18.c,M,N,False
09.096.18.d,M,N,False
09.096.19.a,M,N,False
09.096.19.b,M,N,False
09.096.19.c,M,N,False
09.096.19.d,M,N,False
09.096.20.a,M,N,False
09.096.20.b,M,N,False
09.096.20.c,M,N,False
09.096.20.d,M,N,False
09.096.21.a,M,N,False
09.096.21.b,M,N,False
09.096.21.c,M,N,False
09.096.21.d,M,N,False
09.096.22.a,M,N,False
09.096.22.b,M,N,False
09.096.22.c,M,N,False
09.096.22.d,M,N,False
09.096.23.a,M,N,False
09.096.23.b,M,N,False
09.096.23.c,M,N,False
09.096.23.d,M,N,False
09.096.24.a,M,N,False
09.096.24.b,M,N,False
09.096.24.c,M,N,False
09.096.24.d,M,N,False
09.097.01.a,M,N,False
09.097.01.b,M,N,False
09.097.01.c,M,N,False
09.097.01.d,M,N,False
09.097.02.a,M,N,False
09.097.02.b,M,N,False
09.097.02.c,M,N,False
09.097.02.d,M,N,False
09.097.03.a,M,N,False
09.097.03.b,M,N,False
09.097.03.c,M,N,False
09.097.03.d,MR,N,False
09.097.04.a,M,N,False
09.097.04.b,M,N,False
09.097.04.c,M,N,False
09.097.04.d,M,N,False
09.097.05.a,M,N,False
09.097.05.b,M,N,False
09.097.05.c,M,N,False
09.097.05.d,M,N,False
09.097.06.a,M,N,False
09.097.06.b,M,N,False
09.097.06.c,M,N,False
09.097.06.d,MR,N,False
09.097.07.a,M,N,False
09.097.07.b,M,N,False
09.097.07.c,M,N,False
09.097.07.d,M,N,False
09.097.08.a,M,N,False
09.097.08.b,M,N,False
09.097.08.c,M,N,False
09.097.08.d,M,N,False
09.097.09.a,M,N,False
09.097.09.b,M,N,False
09.097.09.c,M,N,False
09.097.09.d,M,N,False
09.097.10.a,M,N,False
09.097.10.b,M,N,False
09.097.10.c,M,N,False
09.097.10.d,M,N,False
09.097.11.a,M,N,False
09.097.11.b,M,N,False
09.097.11.c,M,N,False
09.097.11.d,M,N,False
09.097.12.a,M,N,False
09.097.12.b,M,N,False
09.097.12.c,M,N,False
09.097.12.d,M,N,False
09.097.13.a,M,N,False
09.097.13.b,M,N,False
09.097.13.c,M,N,False
09.097.13.d,M,N,False
09.097.14.a,M,N,False
09.097.14.b,M,N,False
09.097.14.c,M,N,False
09.097.14.d,M,N,False
09.097.15.a,M,N,False
09.097.15.b,M,N,False
09.097.15.c,M,N,False
09.097.15.d,M,N,False
09.097.16.a,M,N,False
09.097.16.b,M,N,False
09.097.16.c,M,N,False
09.097.16.d,M,N,False
09.097.17.a,M,N,False
09.097.17.b,M,N,False
09.097.17.c,M,N,False
09.097.17.d,M,N,False
09.097.18.a,M,N,False
09.097.18.b,M,N,False
09.097.18.c,M,N,False
09.097.18.d,M,N,False
09.097.19.a,M,N,False
09.097.19.b,M,N,False
09.097.19.c,M,N,False
09.097.19.d,M,N,False
09.097.20.a,M,N,False
09.097.20.b,M,N,False
09.097.20.c,M,N,False
09.097.20.d,M,N,False
09.097.21.a,M,N,False
09.097.21.b,M,N,False
09.097.21.c,M,N,False
09.097.21.d,M,N,False
09.097.22.a,M,N,False
09.097.22.b,M,N,False
09.097.22.c,M,N,False
09.097.22.d,M,N,False
09.097.23.a,M,N,False
09.097.23.b,M,N,False
09.097.23.c,M,N,False
09.097.23.d,M,N,False
09.097.24.a,M,N,False
09.097.24.b,M,N,False
09.097.24.c,M,N,False
09.097.24.d,M,N,False
09.097.25.a,M,N,False
09.097.25.b,M,N,False
09.097.25.c,M,N,False
09.097.25.d,M,N,False
09.097.26.a,M,N,False
09.097.26.b,M,N,False
09.097.26.c,M,N,False
09.097.26.d,M,N,False
09.097.27.a,M,N,False
09.097.27.b,M,N,False
09.097.27.c,M,N,False
09.097.27.d,M,N,False
09.097.28.a,M,N,False
09.097.28.b,M,N,False
09.097.28.c,M,N,False
09.097.28.d,M,N,False
09.097.29.a,M,N,False
09.097.29.b,M,N,False
09.097.29.c,M,N,False
09.097.29.d,M,N,False
09.097.30.a,M,N,False
09.097.30.b,M,N,False
09.097.30.c,M,N,False
09.097.30.d,M,N,False
09.097.31.a,M,N,False
09.097.31.b,M,N,False
09.097.31.c,M,N,False
09.097.31.d,M,N,False
09.097.32.a,M,N,False
09.097.32.b,M,N,False
09.097.32.c,M,N,False
09.097.32.d,M,N,False
09.097.33.a,M,N,False
09.097.33.b,M,N,False
09.097.33.c,M,N,False
09.097.33.d,M,N,False
09.097.34.a,M,C,False
09.097.34.b,M,C,False
09.097.34.c,M,C,False
09.097.34.d,M,C,False
09.097.35.a,M,C,False
09.097.35.b,M,C,False
09.097.35.c,M,C,False
09.097.35.d,M,C,False
09.097.36.a,MR,C,False
09.097.36.b,M,C,False
09.097.36.c,M,C,False
09.097.36.d,M,C,False
09.097.37.a,M,C,False
09.097.37.b,M,C,False
09.097.37.c,M,C,False
09.097.37.d,M,C,False
09.097.38.a,M,C,False
09.097.38.b,M,C,False
09.097.38.c,M,C,False
09.097.38.d,M,C,False
09.097.39.a,M,C,False
09.097.39.b,M,C,False
09.097.39.c,MR,C,False
09.097.39.d,M,C,False
09.097.40.a,M,C,False
09.097.40.b,M,C,False
09.097.40.c,M,C,False
09.097.40.d,M,C,False
09.097.41.a,M,C,False
09.097.41.b,M,C,False
09.097.41.c,M,C,False
09.097.41.d,M,C,False
09.097.42.a,M,C,False
09.097.42.b,M,C,False
09.097.42.c,MR,C,False
09.097.42.d,M,C,False
09.097.43.a,M,C,False
09.097.43.b,M,C,False
09.097.43.c,M,C,False
09.097.43.d,M,C,False
09.097.44.a,M,C,False
09.097.44.b,M,C,False
09.097.44.c,M,C,False
09.097.44.d,M,C,False
09.097.45.a,M,C,False
09.097.45.b,M,C,False
09.097.45.c,M,C,False
09.097.45.d,M,C,False
09.097.46.a,M,C,False
09.097.46.b,M,C,False
09.097.46.c,M,C,False
09.097.46.d,M,C,False
09.097.47.a,M,C,False
09.097.47.b,M,C,False
09.097.47.c,M,C,False
09.097.47.d,M,C,False
09.097.48.a,M,C,False
09.097.48.b,M,C,False
09.097.48.c,M,C,False
09.097.48.d,MR,C,False
09.097.49.a,M,C,False
09.097.49.b,M,C,False
09.097.49.c,M,C,False
09.097.49.d,M,C,False
09.097.50.a,M,C,False
09.097.50.b,M,C,False
09.097.50.c,M,C,False
09.097.50.d,M,C,False
09.097.51.a,M,C,False
09.097.51.b,M,C,False
09.097.51.c,M,C,False
09.097.51.d,M,C,False
09.097.52.a,M,N,False
09.097.52.b,M,N,False
09.097.52.c,M,N,False
09.097.52.d,M,N,False
09.097.53.a,M,N,False
09.097.53.b,M,N,False
09.097.53.c,M,N,False
09.097.53.d,M,N,False
09.097.54.a,M,N,False
09.097.54.b,M,N,False
09.097.54.c,M,N,False
09.097.54.d,M,N,False
09.097.55.a,M,N,False
09.097.55.b,M,N,False
09.097.55.c,M,N,False
09.097.55.d,M,N,False
09.097.56.a,M,N,False
09.097.56.b,M,N,False
09.097.56.c,M,N,False
09.097.56.d,M,N,False
09.097.57.a,M,C,False
09.097.57.b,M,C,False
09.097.57.c,M,C,False
09.097.57.d,M,C,False
09.097.58.a,M,C,False
09.097.58.b,M,C,False
09.097.58.c,MR,C,False
09.097.58.d,MR,C,False
09.098.01.a,M,A,False
09.098.01.b,M,A,False
09.098.01.c,MR,A,False
09.098.01.d,M,A,False
09.098.02.a,M,A,False
09.098.02.b,M,A,False
09.098.02.c,M,A,False
09.098.02.d,M,A,False
09.098.03.a,M,A,False
09.098.03.b,M,A,False
09.098.03.c,M,A,False
09.098.03.d,M,A,False
09.098.04.a,M,A,False
09.098.04.b,MR,A,False
09.098.04.c,M,A,False
09.098.04.d,M,A,False
09.098.05.a,MR,A,False
09.098.05.b,M,A,False
09.098.05.c,M,A,False
09.098.05.d,M,A,False
09.098.06.a,M,A,False
09.098.06.b,M,A,False
09.098.06.c,MR,A,False
09.098.06.d,M,A,False
09.098.07.a,M,A,False
09.098.07.b,M,A,False
09.098.07.c,M,A,False
09.098.07.d,M,A,False
09.098.08.a,M,A,False
09.098.08.b,M,A,False
09.098.08.c,M,A,False
09.098.08.d,M,A,False
09.098.09.a,M,A,False
09.098.09.b,M,A,False
09.098.09.c,M,A,False
09.098.09.d,M,A,False
09.098.10.a,MR,A,False
09.098.10.b,M,A,False
09.098.10.c,M,A,False
09.098.10.d,M,A,False
09.098.11.a,M,A,False
09.098.11.b,M,A,False
09.098.11.c,M,A,False
09.098.11.d,M,A,False
09.098.12.a,M,A,False
09.098.12.b,M,A,False
09.098.12.c,M,A,False
09.098.12.d,M,A,False
09.099.01.a,M,A,False
09.099.01.b,M,A,False
09.099.01.c,M,A,False
09.099.01.d,M,A,False
09.099.02.a,M,A,False
09.099.02.b,M,A,False
09.099.02.c,M,A,False
09.099.02.d,M,A,False
09.099.03.a,M,A,False
09.099.03.b,M,A,False
09.099.03.c,M,A,False
09.099.03.d,M,A,False
09.099.04.a,M,A,False
09.099.04.b,M,A,False
09.099.04.c,M,A,False
09.099.04.d,M,A,False
09.099.05.a,M,A,False
09.099.05.b,M,A,False
09.099.05.c,M,A,False
09.099.05.d,M,A,False
09.099.06.a,M,A,False
09.099.06.b,MR,A,False
09.099.06.c,M,A,False
09.099.06.d,M,A,False
09.099.07.a,M,A,False
09.099.07.b,MR,A,False
09.099.07.c,M,A,False
09.099.07.d,MR,A,False
09.099.08.a,M,A,False
09.099.08.b,MR,A,False
09.099.08.c,MR,A,False
09.099.08.d,MR,A,False
09.100.01.a,M,A,False
09.100.01.b,MR,A,False
09.100.01.c,M,A,False
09.100.01.d,M,A,False
09.100.02.a,MR,A,False
09.100.02.b,MR,A,False
09.100.02.c,M,A,False
09.100.02.d,M,A,False
