line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match
10.095.05.b,pr̥ṇā,strong,pr̥,,False,,Earlier,pr̥̄ 1,10,10.095,10.095.05,b,D,pr̥ṇāsi,5,,2.SG.PRS.IND.ACT,utá sma me-_= ávyatyai} pr̥ṇāsi,utá sma me áviyatyai pr̥ṇāsi,SL S L SSLL SLS,Triṣṭubh,p,"['Grassmann (G)', 'Arnold (C1)', 'Witzel (Z)']",921,Pururavas and Urvasi,Hymns of Manyu,"S_LS L ,SSL|L SLS",False,4,11,"['u', 'tá s', 'ma', 'me', 'á', 'vi', 'yat', 'yai', 'pr̥', 'ṇā', 'si']",,True
01.025.01.c,minī mīnī,weak,mi mī,,False,V.B.,Earlier,mī 1,1,1.025,01.025.01,c,M,minīmási,1,verse final,1.PL.PRS.IND.ACT,minīmási dyávi-dyavi,minīmási dyávi-dyavi,SLSL SLSS,Gāyatrī,S,,25,Varuna,Hymns of Medhatithi,SLS_L|SLSS,True,-1,8,"['mi', 'nī', 'má', 'si d', 'yá', 'vid', 'ya', 'vi']",,True
10.134.07.a,minī mīnī,weak,mi mī,,False,V.B.,Earlier,mī 1,10,10.134,10.134.07,a,M,minīmasi,3,,1.PL.PRS.IND.ACT,nákiḥ devāḥ minīmasi,nákir devā minīmasi,SL LL SLSS,,S,['Grassmann (G)'],960,Indra,Hymns of Manyu,SL LL SLSS,False,-1,8,"['ná', 'kir', 'de', 'vā', 'mi', 'nī', 'ma', 'si']",,True
01.032.04.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,1,1.032,01.032.04,b,M,ámināḥ,3,intermediate,2.SG.PRS.IND.ACT,ā́t māyínām= ámināḥ prá utá māyā́ḥ,ā́n māyínām ámināḥ prótá māyā́ḥ,L LSL SSL LS LL,Triṣṭubh,C,,32,Indra,Hymns of Medhatithi,L LSL_SSL |LS LL,False,0,11,"['ā́n', 'mā', 'yí', 'nā', 'm á', 'mi', 'nāḥ', 'pró', 'tá', 'mā', 'yā́ḥ']",,True
01.071.10.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,1,1.071,01.071.10,c,M,mināti,5,,3.SG.PRS.IND.ACT,nábhaḥ ná+_ rūpám= jarimā́} mināti,nábho ná rūpáṁ jarimā́ mināti,SL S LL SSL SLS,Triṣṭubh,N,,71,Agni,"Hymns of Parasa, the Son of Sakti","SL S LL ,SS|L SLS",False,5,11,"['ná', 'bho', 'ná', 'rū', 'páṁ', 'ja', 'ri', 'mā́', 'mi', 'nā', 'ti']",,True
01.123.09.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,1,1.123,01.123.09,c,M,mināti,4,verse final,3.SG.PRS.IND.ACT,r̥tásya yóṣā= ná mināti dhā́ma,r̥tásya yóṣā ná mināti dhā́ma,SLS LL S SLS LS,Triṣṭubh,C,,123,Usas,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","SLS LL ,S S|LS LS",False,5,11,"['r̥', 'tás', 'ya', 'yó', 'ṣā', 'ná', 'mi', 'nā', 'ti', 'dhā́', 'ma']",,True
01.124.03.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,1,1.124,01.124.03,d,MR,mināti,5,,3.SG.PRS.IND.ACT,prajānatī́?_ iva= ná díśaḥ} mināti,prajānatī́va ná díśo mināti,SLSLS S SL SLS,Triṣṭubh,C,,124,Usas,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","SLSLS ,S S|L SLS",False,5,11,"['pra', 'jā', 'na', 'tī́', 'va', 'ná', 'dí', 'śo', 'mi', 'nā', 'ti']",,True
01.179.01.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,1,1.179,01.179.01,c,P,minā́ti,1,intermediate,3.SG.PRS.IND.ACT,minā́ti śríyam= jarimā́} tanū́nām,minā́ti śríyaṁ jarimā́ tanū́nām,SLL SL SSL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)']",179,Agastya and Lopamudra,Hymns of Agastya,"SL_LSL ,SS|L SLL",False,5,11,"['mi', 'nā́', 'ti ś', 'rí', 'yaṁ', 'ja', 'ri', 'mā́', 'ta', 'nū́', 'nām']",,True
02.012.05.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,2,2.012,02.012.05,c,M,mināti,7,,3.SG.PRS.IND.ACT,sáḥ aryáḥ puṣṭī́ḥ= víjaḥ iva ā́} mināti,só aryáḥ puṣṭī́r víja 'vā́@ mināti,L LL LL SS L SLS,Triṣṭubh,C,,203,Indra,Hymns to Indra,"L LL LL ,SS |L SLS",True,5,11,"['só', 'ar', 'yáḥ', 'puṣ', 'ṭī́r', 'ví', 'ja', ""'vā́"", 'mi', 'nā', 'ti']",,True
03.030.12.a,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,3,3.03,03.030.12,a,M,mināti,4,verse final,3.SG.PRS.IND.ACT,díśaḥ sū́ryaḥ= ná mināti} prádiṣṭāḥ,díśaḥ sū́ryo ná mināti prádiṣṭā,SL LL S SLL SLL,Triṣṭubh,N,,264,Indra,Hymns to Indra,"SL LL ,S SL|_LSLL",False,4,11,"['dí', 'śaḥ', 'sū́r', 'yo', 'ná', 'mi', 'nā', 'ti p', 'rá', 'diṣ', 'ṭā']",alt_caesura_position:5 ,True
03.034.03.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,3,3.034,03.034.03,b,M,amināt,3,verse final,3.SG.PRS.IND.ACT,prá māyínām= amināt várpaṇītiḥ,prá māyínām aminād várpaṇītiḥ,S LSL SSL LSLL,Triṣṭubh,c,,268,Indra,Hymns to Indra,S LSL_SSL |LSLL,False,0,11,"['prá', 'mā', 'yí', 'nā', 'm a', 'mi', 'nād', 'vár', 'pa', 'ṇī', 'tiḥ']",,True
03.049.02.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,3,3.049,03.049.02,d,M,amināt,2,intermediate,3.SG.PRS.IND.ACT,pr̥thujráyāḥ= amināt ā́yuḥ dásyoḥ,pr̥thujráyā aminād ā́yu@ dásyoḥ,SLSL SSL LL LL,Triṣṭubh,N,,283,Indra,Hymns to Indra,"SLSL ,SSL|_LS LL",True,4,11,"['pr̥', 'thuj', 'rá', 'yā', 'a', 'mi', 'nā', 'd ā́', 'yu', 'dás', 'yoḥ']",,False
05.007.04.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,5,5.007,05.007.04,d,M,minā́ti,3,verse final,3.SG.PRS.IND.ACT,prá smā+ minā́ti ajáraḥ,prá smā minā́ti ajáraḥ,L L SLS SSL,Aṇuṣṭubh,A,,361,Agni,Hymns to Agni,_LL SL|S SSL,False,-1,8,"['prá s', 'mā', 'mi', 'nā́', 'ti', 'a', 'já', 'raḥ']",,True
05.080.04.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,5,5.08,05.080.04,d,M,mināti,5,,3.SG.PRS.IND.ACT,prajānatī́?_ iva= ná díśaḥ} mināti,prajānatī́va ná díśo mināti,SLSLS S SL SLS,Triṣṭubh,C,,434,Usas,Hymns to Various Gods,"SLSLS ,S S|L SLS",False,5,11,"['pra', 'jā', 'na', 'tī́', 'va', 'ná', 'dí', 'śo', 'mi', 'nā', 'ti']",,True
06.030.02.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,6,6.03,06.030.02,b,M,mināti,5,,3.SG.PRS.IND.ACT,yā́ni dādhā́ra= nákiḥ ā́} mināti,yā́ni dādhā́ra nákir ā́ mināti,LS LLS SS L SLS,Triṣṭubh,n,,471,Indra,Hymns to Indra,"LS LLS ,SS|_L SLS",False,5,11,"['yā́', 'ni', 'dā', 'dhā́', 'ra', 'ná', 'ki', 'r ā́', 'mi', 'nā', 'ti']",,True
07.036.04.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,7,7.036,07.036.04,c,M,minā́ti,5,,3.SG.PRS.IND.ACT,prá yáḥ manyúm= rírikṣataḥ} minā́ti,prá yó manyúṁ rírikṣato minā́ti,S L LL SLSL SLS,Triṣṭubh,S,,552,All the Gods,Hymns to All the Gods,"S L LL ,SLS|L SLS",False,4,11,"['prá', 'yó', 'man', 'yúṁ', 'rí', 'rik', 'ṣa', 'to', 'mi', 'nā́', 'ti']",,True
07.063.03.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,7,7.063,07.063.03,d,M,praminā́ti,4,verse final,3.SG.PRS.IND.ACT,yáḥ samānám ná+_= praminā́ti dhā́ma,yáḥ samānáṁ ná praminā́ti dhā́ma,L SLL L SSLS LS,Triṣṭubh,S,,579,"Surya, Mitra and Varuna",Hymns to Mitra and Varuna,"L SLL ,_LSS|LS LS",False,4,11,"['yáḥ', 'sa', 'mā', 'náṁ', 'ná p', 'ra', 'mi', 'nā́', 'ti', 'dhā́', 'ma']",,True
07.084.04.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,7,7.084,07.084.04,c,M,minā́ti,5,,3.SG.PRS.IND.ACT,prá yáḥ ādityáḥ= ánr̥tā} minā́ti,prá yá ādityó ánr̥tā minā́ti,S S LLL SSL SLS,Triṣṭubh,S,,600,Indra and Varuna,Hymns to Indra and Varuna,"S S LLL ,SS|L SLS",False,5,11,"['prá', 'yá', 'ā', 'dit', 'yó', 'á', 'nr̥', 'tā', 'mi', 'nā́', 'ti']",,True
08.048.09.c,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,8,8.048,08.048.09,c,D,praminā́ma,4,verse final,1.PL.PRS.SBJV.ACT,yát te-_ vayám= praminā́ma} vratā́ni,yát te vayám praminā́ma vratā́ni,L L SL SSLL SLS,,p,,668,Soma,"Hymns of Virupa, Vasa and Others",L L SL SSL_LSLS,False,-1,11,"['yát', 'te', 'va', 'yám', 'pra', 'mi', 'nā́', 'ma v', 'ra', 'tā́', 'ni']",,True
08.088.03.d,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,8,8.088,08.088.03,d,M,mināti,4,verse final,3.SG.PRS.IND.ACT,nákiḥ tát ā́ mināti te-_,nákiṣ ṭád ā́ mināti te,SL S L SLS L,,S,,697,Indra,Hymns of Nodhas,SL S_L SLS L,False,-1,8,"['ná', 'kiṣ', 'ṭá', 'd ā́', 'mi', 'nā', 'ti', 'te']",,True
09.086.16.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,9,9.086,09.086.16,b,M,mināti,5,verse final,3.SG.PRS.IND.ACT,sákhā sákhyuḥ= ná prá mināti saṁgíram,sákhā sákhyur ná prá mināti saṁgíram,SL LL L S SLS LSL,Jagatī,N,,798,Soma,The Jagati Group,"SL LL ,_LS S|LS LSL",False,4,12,"['sá', 'khā', 'sákh', 'yur', 'ná p', 'rá', 'mi', 'nā', 'ti', 'saṁ', 'gí', 'ram']",,True
09.097.30.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,9,9.097,09.097.30,b,M,mināti,5,verse final,3.SG.PRS.IND.ACT,rā́jā ná+_ mitrám= prá mināti dhī́raḥ,rā́jā ná mitrám prá mināti dhī́raḥ,LL S LL S SLS LL,Triṣṭubh,N,,809,Soma,The Tristubh Group,"LL S LL ,S S|LS LL",False,5,11,"['rā́', 'jā', 'ná', 'mit', 'rám', 'prá', 'mi', 'nā', 'ti', 'dhī́', 'raḥ']",,True
10.002.04.a,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,10,10.002,10.002.04,a,M,praminā́ma,4,verse final,1.PL.PRS.SBJV.ACT,yát vaḥ vayám= praminā́ma} vratā́ni,yád vo vayám praminā́ma vratā́ni,L L SL SSLL SLS,Triṣṭubh,C,,828,Agni,Hymns of Trita Aptya,"L L SL ,SSL|_LSLS",False,4,11,"['yád', 'vo', 'va', 'yám', 'pra', 'mi', 'nā́', 'ma v', 'ra', 'tā́', 'ni']",,True
10.025.03.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,10,10.025,10.025.03,b,M,mināmi,3,verse final,1.SG.PRS.IND.ACT,prá ahám mināmi pākyā\,prā́hám mināmi pākíyā,LL SLS LSL,,A,,851,Soma,Hymns of Vimada,LL SLS LSL,False,-1,8,"['prā́', 'hám', 'mi', 'nā', 'mi', 'pā', 'kí', 'yā']",,True
10.048.11.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,10,10.048,10.048.11,b,M,mināmi,4,verse final,1.SG.PRS.IND.ACT,deváḥ devā́nām= ná mināmi dhā́ma,devó devā́nāṁ ná mināmi dhā́ma,LL LLL S SLS LS,Triṣṭubh,A,,874,Indra's Praise of Himself,Indra-Vaikuntha-Hymns,"LL LLL ,S S|LS LS",False,5,11,"['de', 'vó', 'de', 'vā́', 'nāṁ', 'ná', 'mi', 'nā', 'mi', 'dhā́', 'ma']",,True
10.111.04.b,minā mīnā,strong,mi mī,,False,V.B.,Earlier,mī 1,10,10.111,10.111.04,b,MR,amināt,2,intermediate,3.SG.PRS.IND.ACT,vratā́ amināt= áṅgirobhiḥ} gr̥ṇānáḥ,vratā́minād áṅgirobhir gr̥ṇānáḥ,SLSL LSLL SLL,Triṣṭubh,C,,937,Indra,Hymns of Manyu,SLSL_LSL|L SLL,False,0,11,"['vra', 'tā́', 'mi', 'nā', 'd áṅ', 'gi', 'ro', 'bhir', 'gr̥', 'ṇā', 'náḥ']",,True
04.004.05.d,mr̥ṇī,weak,mr̥,,False,V.,Earlier,mr̥̄ 1,4,4.004,04.004.05,d,M,mr̥ṇīhi,4,verse final,2.SG.PRS.IMP.ACT,jāmím ájāmim= prá mr̥ṇīhi śátrūn,jāmím ájāmim prá mr̥ṇīhi śátrūn,LS SLL S SLS LL,Triṣṭubh,S,,300,Agni Killer of Demons,Hymns to Agni,"LS_SLL ,S S|LS LL",False,5,11,"['jā', 'mí', 'm á', 'jā', 'mim', 'prá', 'mr̥', 'ṇī', 'hi', 'śát', 'rūn']",,True
02.012.02.b,ramṇā,strong,ram,,False,V.B.,Earlier,ram,2,2.012,02.012.02,b,M,áramṇāt,4,,3.SG.PRS.IND.ACT,yáḥ párvatān= prákupitān} áramṇāt,yáḥ párvatān prákupitām̐ áramṇāt,L LSL SSSL SLL,Triṣṭubh,C,,203,Indra,Hymns to Indra,"L LSL ,SSS|L_SLL",False,4,11,"['yáḥ', 'pár', 'va', 'tān', 'prá', 'ku', 'pi', 'tā', 'm̐ á', 'ram', 'ṇāt']",,True
02.015.05.a,ramṇā,strong,ram,,False,V.B.,Earlier,ram,2,2.015,02.015.05,a,M,aramṇāt,6,,3.SG.PRS.IND.ACT,sáḥ īm mahī́m= dhúnim étoḥ} aramṇāt,sá īm mahī́ṁ dhúnim étor aramṇāt,S L SL SS LL SLL,,N,,206,Indra,Hymns to Indra,S L SL SS_LL_SLL,False,-1,11,"['sá', 'īm', 'ma', 'hī́ṁ', 'dhú', 'ni', 'm é', 'to', 'r a', 'ram', 'ṇāt']",,True
05.032.01.b,ramṇā,strong,ram,,False,V.B.,Earlier,ram,5,5.032,05.032.01,b,M,aramṇāḥ,4,,2.SG.PRS.IND.ACT,tvám arṇavā́n= badbadhānā́n} aramṇāḥ,tvám arṇavā́n badbadhānā́m̐ aramṇāḥ,S LSL LSLL SLL,Triṣṭubh,N,,386,Indra,Hymns to Indra,"S_LSL ,LSL|L_SLL",False,4,11,"['tvá', 'm ar', 'ṇa', 'vā́n', 'bad', 'ba', 'dhā', 'nā́', 'm̐ a', 'ram', 'ṇāḥ']",,True
10.149.01.a,ramṇā,strong,ram,,False,V.B.,Earlier,ram,10,10.149,10.149.01,a,P,aramṇāt,4,,3.SG.PRS.IND.ACT,savitā́ yantraíḥ= pr̥thivī́m} aramṇāt,savitā́ yantraíḥ pr̥thivī́m aramṇād,SSL LL SSL SLL,Triṣṭubh,P,['Arnold (C1)'],975,Savitri,Hymns of Manyu,"SSL LL ,SS|L_SLL",False,5,11,"['sa', 'vi', 'tā́', 'yan', 'traíḥ', 'pr̥', 'thi', 'vī́', 'm a', 'ram', 'ṇād']",,True
01.117.04.c,riṇī,weak,ri,,False,,Earlier,rī,1,1.117,01.117.04,c,M,riṇīthaḥ,3,intermediate,2.DU.PRS.IND.ACT,sám tám riṇīthaḥ= víprutam} dáṁsobhiḥ,sáṁ táṁ riṇītho víprutaṁ dáṁsobhir,L L SLL LSL LLL,Triṣṭubh,N,,117,Asvins,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","L L SLL ,LS|L LLL",False,5,11,"['sáṁ', 'táṁ', 'ri', 'ṇī', 'tho', 'víp', 'ru', 'taṁ', 'dáṁ', 'so', 'bhir']",,True
01.117.11.d,riṇī,weak,ri,,False,,Earlier,rī,1,1.117,01.117.11,d,M,ariṇītam,4,,2.DU.IPRF.IND.ACT,sám viśpálām= nāsatyā ariṇītam,sáṁ viśpálāṁ nāsatiyāriṇītam,L LSL LSSLSLL,Triṣṭubh,N,,117,Asvins,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","L LSL ,LSS|LSLL",False,4,11,"['sáṁ', 'viś', 'pá', 'lāṁ', 'nā', 'sa', 'ti', 'yā', 'ri', 'ṇī', 'tam']",,True
01.117.19.b,riṇī,weak,ri,,False,,Earlier,rī,1,1.117,01.117.19,b,M,riṇīthaḥ,5,,2.DU.PRS.IND.ACT,utá srāmám= dhiṣṇyā sám} riṇīthaḥ,utá srāmáṁ dhiṣṇiyā sáṁ riṇīthaḥ,SL LL LSL L SLL,Triṣṭubh,N,,117,Asvins,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","S_LLL ,LSL |L SLL",False,4,11,"['u', 'tá s', 'rā', 'máṁ', 'dhiṣ', 'ṇi', 'yā', 'sáṁ', 'ri', 'ṇī', 'thaḥ']",,True
01.124.07.d,riṇī,weak,ri,,False,,Earlier,rī,1,1.124,01.124.07,d,M,riṇīte,5,verse final,3.SG.PRS.INJ.MED,uṣā́ḥ hasrā́ iva= ní riṇīte?_ ápsaḥ,uṣā́ hasréva ní riṇīte ápsaḥ,SL LLS S SLL LL,Triṣṭubh,C,,124,Usas,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","SL LLS ,S S|LL LL",False,5,11,"['u', 'ṣā́', 'has', 'ré', 'va', 'ní', 'ri', 'ṇī', 'te', 'áp', 'saḥ']",,True
01.161.07.a,riṇī,weak,ri,,False,,Earlier,rī,1,1.161,01.161.07,a,P,ariṇīta,4,verse final,2.PL.IPRF.IND.ACT,níḥ cármaṇaḥ= gā́m ariṇīta dhītíbhiḥ,níś cármaṇo gā́m ariṇīta dhītíbhir,L LSL L SSLS LSL,Jagatī,P,['Arnold (C1)'],161,The Ribhus,"Hymns of Dirghatamas, Son of Ucathya and Mamata","L LSL ,L_SS|LS LSL",False,4,12,"['níś', 'cár', 'ma', 'ṇo', 'gā́', 'm a', 'ri', 'ṇī', 'ta', 'dhī', 'tí', 'bhir']",,True
03.060.02.b,riṇī,weak,ri,,False,,Earlier,rī,3,3.06,03.060.02,b,M,áriṇīta,4,verse final,2.PL.IPRF.IND.ACT,yáyā dhiyā́= gā́m áriṇīta cármaṇaḥ,yáyā dhiyā́ gā́m áriṇīta cármaṇaḥ,SL SL L SSLS LSL,Jagatī,C,,294,The Ribhus and Indra,Hymns to Various Gods,"SL SL ,L_SS|LS LSL",False,4,12,"['yá', 'yā', 'dhi', 'yā́', 'gā́', 'm á', 'ri', 'ṇī', 'ta', 'cár', 'ma', 'ṇaḥ']",,True
04.036.04.b,riṇī,weak,ri,,False,,Earlier,rī,4,4.036,04.036.04,b,M,ariṇīta,4,verse final,2.PL.IPRF.IND.ACT,níḥ cármaṇaḥ= gā́m ariṇīta dhītíbhiḥ,níś cármaṇo gā́m ariṇīta dhītíbhiḥ,L LSL L SSLS LSL,Jagatī,N,,332,The Ribhus,Hymns to the Ribhus,"L LSL ,L_SS|LS LSL",False,4,12,"['níś', 'cár', 'ma', 'ṇo', 'gā́', 'm a', 'ri', 'ṇī', 'ta', 'dhī', 'tí', 'bhiḥ']",,True
05.080.06.b,riṇī,weak,ri,,False,,Earlier,rī,5,5.08,05.080.06,b,M,riṇīte,5,verse final,3.SG.PRS.INJ.MED,yóṣā iva bhadrā́= ní riṇīte?_ ápsaḥ,yóṣeva bhadrā́ ní riṇīte ápsaḥ,LLS LL S SLL LL,,C,,434,Usas,Hymns to Various Gods,LLS LL S SLL LL,False,-1,11,"['yó', 'ṣe', 'va', 'bhad', 'rā́', 'ní', 'ri', 'ṇī', 'te', 'áp', 'saḥ']",,True
09.071.02.b,riṇī,weak,ri,,False,,Earlier,rī,9,9.071,09.071.02,b,M,riṇīte,4,intermediate,3.SG.PRS.INJ.MED,asurya\m várṇam= ní riṇīte?_ asya tám,asurya\ṁ várṇaṁ ní riṇīte asya tám,SLL LL S SLL LS L,Jagatī,S,,783,Soma,The Jagati Group,"SLL LL ,S S|LL LS L",True,5,12,"['a', 'sur', 'yaṁ', 'vár', 'ṇaṁ', 'ní', 'ri', 'ṇī', 'te', 'as', 'ya', 'tám']",,True
01.056.06.c,riṇā,strong,ri,,False,,Earlier,rī,1,1.056,01.056.06,c,M,ariṇāḥ,4,verse final,2.SG.IPRF.IND.ACT,tvám sutásya= máde-_ ariṇāḥ apáḥ,tuváṁ sutásya máde ariṇā apó,SL SLS SL SSL SL,Jagatī,S,['Grassmann (G)'],56,Indra,Hymns of Savya,"SL SLS ,SL |SSL SL",False,5,12,"['tu', 'váṁ', 'su', 'tás', 'ya', 'má', 'de', 'a', 'ri', 'ṇā', 'a', 'pó']",,True
01.061.13.d,riṇā,strong,ri,,False,,Earlier,rī,1,1.061,01.061.13,d,MG,niriṇā́ti,2,verse final,3.SG.PRS.IND.ACT,r̥ghāyámāṇaḥ= niriṇā́ti śátrūn,r̥ghāyámāṇo niriṇā́ti śátrūn,SLSLL SSLS LL,Triṣṭubh,A,,61,Indra,"Hymns of Nodhas, Descendant of Gotama","SLSLL ,SS|LS LL",False,5,11,"['r̥', 'ghā', 'yá', 'mā', 'ṇo', 'ni', 'ri', 'ṇā́', 'ti', 'śát', 'rūn']",,True
01.127.04.f,riṇā,strong,ri,,False,,Earlier,rī,1,1.127,01.127.04,f,MU,riṇāti,5,verse final,3.SG.PRS.IND.ACT,sthirā́ cit ánnā= ní riṇāti ójasā,sthirā́ cid ánnā ní riṇāti ójasā,SL S LL S SLS LSL,,A,,127,Agni,"Hymns of Parucchepa, Son of Divodasa",SL S_LL S SLS LSL,False,-1,12,"['sthi', 'rā́', 'ci', 'd án', 'nā', 'ní', 'ri', 'ṇā', 'ti', 'ó', 'ja', 'sā']",,True
01.148.04.a,riṇā,strong,ri,,False,,Earlier,rī,1,1.148,01.148.04,a,M,riṇāti,4,verse final,3.SG.PRS.IND.ACT,purū́ṇi dasmáḥ= ní riṇāti jámbhaiḥ,purū́ṇi dasmó ní riṇāti jámbhair,SLS LL S SLS LL,Triṣṭubh,a,,148,Agni,"Hymns of Dirghatamas, Son of Ucathya and Mamata","SLS LL ,S S|LS LL",False,5,11,"['pu', 'rū́', 'ṇi', 'das', 'mó', 'ní', 'ri', 'ṇā', 'ti', 'jám', 'bhair']",,True
01.166.06.d,riṇā,strong,ri,,False,,Earlier,rī,1,1.166,01.166.06,d,M,riṇā́ti,1,intermediate,3.SG.PRS.IND.ACT,riṇā́ti paśváḥ= súdhitā iva barháṇā,riṇā́ti paśváḥ súdhiteva barháṇā,SLS LL SSLS LSL,Jagatī,s,,166,The Maruts,Hymns of Agastya,"SLS LL ,SS|LS LSL",False,5,12,"['ri', 'ṇā́', 'ti', 'paś', 'váḥ', 'sú', 'dhi', 'te', 'va', 'bar', 'há', 'ṇā']",,True
01.179.04.c,riṇā,strong,ri,,False,,Earlier,rī,1,1.179,01.179.04,c,P,riṇāti,4,,3.SG.PRS.IND.ACT,lópāmudrā= vŕ̥ṣaṇam níḥ} riṇāti,lópāmudrā vŕ̥ṣaṇaṁ nī́ riṇāti,LLLL SSL L SLS,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)']",179,Agastya and Lopamudra,Hymns of Agastya,"LLLL ,SSL |L SLS",False,4,11,"['ló', 'pā', 'mud', 'rā', 'vŕ̥', 'ṣa', 'ṇaṁ', 'nī́', 'ri', 'ṇā', 'ti']",,True
02.012.03.a,riṇā,strong,ri,,False,,Earlier,rī,2,2.012,02.012.03,a,M,áriṇāt,4,intermediate,3.SG.IPRF.IND.ACT,yáḥ hatvā́ áhim= áriṇāt saptá síndhūn,yó hatvā́him áriṇāt saptá síndhūn,L LLS SSL LS LL,Triṣṭubh,C,,203,Indra,Hymns to Indra,L LLS_SSL |LS LL,False,0,11,"['yó', 'hat', 'vā́', 'hi', 'm á', 'ri', 'ṇāt', 'sap', 'tá', 'sín', 'dhūn']",,True
02.015.06.a,riṇā,strong,ri,,False,,Earlier,rī,2,2.015,02.015.06,a,M,ariṇāt,4,verse final,3.SG.IPRF.IND.ACT,sá údañcam síndhum= ariṇāt} mahitvā́,sódañcaṁ síndhum ariṇān mahitvā́,LLL LS SSL SLL,Triṣṭubh,N,,206,Indra,Hymns to Indra,LLL LS_SS|L SLL,False,0,11,"['só', 'dañ', 'caṁ', 'sín', 'dhu', 'm a', 'ri', 'ṇān', 'ma', 'hit', 'vā́']",,True
02.022.04.d,riṇā,strong,ri,,False,,Earlier,rī,2,2.022,02.022.04,d,M,áriṇāḥ,5,verse final,2.SG.IPRF.IND.ACT,yát devásya= śávasā prá áriṇāḥ ásum,yád devásya śávasā prā́riṇā ásuṁ,L LLS SSL LSL SL,,A,,213,Indra,Hymns to Indra,L LLS SS_LLSL SL,False,-1,12,"['yád', 'de', 'vás', 'ya', 'śá', 'va', 'sā p', 'rā́', 'ri', 'ṇā', 'á', 'suṁ']",,True
03.003.11.b,riṇā,strong,ri,,False,,Earlier,rī,3,3.003,03.003.11,b,M,áriṇāt,1,intermediate,3.SG.IPRF.IND.ACT,áriṇāt ékaḥ= svapasyáyā kavíḥ,áriṇād ékaḥ suapasyáyā kavíḥ,SSL LL SSLSL SL,Jagatī,N,,237,Agni Vaisvanara,Hymns to Agni,"SSL_LL ,SS|LSL SL",False,5,12,"['á', 'ri', 'ṇā', 'd é', 'kaḥ', 'su', 'a', 'pas', 'yá', 'yā', 'ka', 'víḥ']",,True
04.019.03.d,riṇā,strong,ri,,False,,Earlier,rī,4,4.019,04.019.03,d,M,riṇāḥ,4,verse final,2.SG.PRS.INJ.ACT,áhim vájreṇa= ví riṇāḥ} aparván,áhiṁ vájreṇa ví riṇā aparván,SL LLS S SL SLL,Triṣṭubh,S,,315,Indra,Hymns to Indra,"SL LLS ,S S|L SLL",False,5,11,"['á', 'hiṁ', 'váj', 're', 'ṇa', 'ví', 'ri', 'ṇā', 'a', 'par', 'ván']",,True
04.019.05.d,riṇā,strong,ri,,False,,Earlier,rī,4,4.019,04.019.05,d,M,ariṇāḥ,3,intermediate,2.SG.IPRF.IND.ACT,tvám vr̥tā́n= ariṇāḥ indra síndhūn,tuváṁ vr̥tā́m̐ ariṇā indra síndhūn,SL SL SSL LS LL,,S,,315,Indra,Hymns to Indra,SL SL_SSL LS LL,False,-1,11,"['tu', 'váṁ', 'vr̥', 'tā́', 'm̐ a', 'ri', 'ṇā', 'in', 'dra', 'sín', 'dhūn']",,True
